model_id,parameter_count,accuracy
1,7850,83.41000366210938
2,7850,83.1500015258789
3,7850,83.58999633789062
4,7850,83.58999633789062
5,7850,83.7699966430664
6,7850,83.47000122070312
7,7850,83.94999694824219
8,7850,83.91000366210938
9,7850,83.54000091552734
10,7850,83.63999938964844
11,7850,83.4800033569336
12,7850,83.9800033569336
13,7850,83.79000091552734
14,7850,83.81999969482422
15,7850,83.25
16,7850,83.62000274658203
17,7850,83.37999725341797
18,7850,83.5999984741211
19,7850,83.69999694824219
20,7850,83.62000274658203
21,7850,83.75
22,7850,83.69000244140625
23,7850,83.45999908447266
24,7850,83.80999755859375
25,7850,83.36000061035156
26,7850,83.55000305175781
27,7850,83.79000091552734
28,7850,83.37000274658203
29,7850,83.52999877929688
30,7850,83.66000366210938
31,7850,83.61000061035156
32,7850,83.58000183105469
33,7850,83.62999725341797
34,7850,83.7699966430664
35,7850,83.80999755859375
36,7850,83.69000244140625
37,7850,83.52999877929688
38,7850,83.4000015258789
39,7850,83.52999877929688
40,7850,83.5199966430664
41,7850,83.62999725341797
42,7850,83.5999984741211
43,7850,83.47000122070312
44,7850,83.88999938964844
45,7850,83.6500015258789
46,7850,83.44999694824219
47,7850,83.5
48,7850,83.0199966430664
49,7850,83.38999938964844
50,7850,83.9000015258789
51,7850,83.81999969482422
52,7850,83.36000061035156
53,7850,83.80000305175781
54,7850,83.5199966430664
55,7850,83.5199966430664
56,7850,83.4800033569336
57,7850,83.75
58,7850,83.56999969482422
59,7850,83.73999786376953
60,7850,83.66000366210938
61,7850,83.66999816894531
62,7850,83.63999938964844
63,7850,83.70999908447266
64,7850,83.72000122070312
65,7850,83.23999786376953
66,7850,83.55999755859375
67,7850,83.63999938964844
68,7850,83.76000213623047
69,7850,83.33999633789062
70,7850,83.3499984741211
71,7850,83.51000213623047
72,7850,83.7699966430664
73,7850,83.73999786376953
74,7850,83.62000274658203
75,7850,83.45999908447266
76,7850,83.55000305175781
77,7850,83.55999755859375
78,7850,83.77999877929688
79,7850,83.58000183105469
80,7850,83.66000366210938
81,7850,83.7300033569336
82,7850,83.75
83,7850,83.8499984741211
84,7850,83.75
85,7850,83.48999786376953
86,7850,83.5999984741211
87,7850,83.51000213623047
88,7850,83.56999969482422
89,7850,83.22000122070312
90,7850,83.38999938964844
91,7850,83.69000244140625
92,7850,83.69999694824219
93,7850,83.4000015258789
94,7850,83.66999816894531
95,7850,83.79000091552734
96,7850,83.7300033569336
97,7850,83.61000061035156
98,7850,83.62000274658203
99,7850,83.12999725341797
100,7850,83.69000244140625
