model_id,parameter_count,accuracy
1,7850,92.0
2,7850,91.97000122070312
3,7850,92.05000305175781
4,7850,92.0199966430664
5,7850,92.1500015258789
6,7850,92.01000213623047
7,7850,92.06999969482422
8,7850,91.98999786376953
9,7850,92.08999633789062
10,7850,92.0
11,7850,91.98999786376953
12,7850,91.91000366210938
13,7850,92.0
14,7850,92.06999969482422
15,7850,92.0199966430664
16,7850,91.9800033569336
17,7850,92.12999725341797
18,7850,92.12999725341797
19,7850,91.93000030517578
20,7850,91.9800033569336
21,7850,91.9800033569336
22,7850,92.12000274658203
23,7850,91.97000122070312
24,7850,91.9800033569336
25,7850,92.13999938964844
26,7850,91.94999694824219
27,7850,91.95999908447266
28,7850,91.93000030517578
29,7850,92.01000213623047
30,7850,92.02999877929688
31,7850,92.05000305175781
32,7850,92.0
33,7850,92.19000244140625
34,7850,92.08000183105469
35,7850,91.97000122070312
36,7850,92.12999725341797
37,7850,91.91000366210938
38,7850,91.79000091552734
39,7850,92.08000183105469
40,7850,92.04000091552734
41,7850,91.97000122070312
42,7850,92.0999984741211
43,7850,92.12000274658203
44,7850,92.0199966430664
45,7850,92.0199966430664
46,7850,92.0999984741211
47,7850,91.97000122070312
48,7850,92.02999877929688
49,7850,92.0999984741211
50,7850,92.05999755859375
51,7850,92.13999938964844
52,7850,92.06999969482422
53,7850,92.2300033569336
54,7850,92.04000091552734
55,7850,91.93000030517578
56,7850,92.0
57,7850,92.11000061035156
58,7850,92.08000183105469
59,7850,91.9800033569336
60,7850,92.12999725341797
61,7850,91.98999786376953
62,7850,92.08999633789062
63,7850,92.06999969482422
64,7850,91.91999816894531
65,7850,92.26000213623047
66,7850,91.93000030517578
67,7850,92.01000213623047
68,7850,92.04000091552734
69,7850,92.02999877929688
70,7850,92.05000305175781
71,7850,92.08999633789062
72,7850,92.11000061035156
73,7850,91.9800033569336
74,7850,91.9000015258789
75,7850,91.87999725341797
76,7850,91.9800033569336
77,7850,92.11000061035156
78,7850,91.91000366210938
79,7850,92.05999755859375
80,7850,92.11000061035156
81,7850,91.87999725341797
82,7850,92.13999938964844
83,7850,91.97000122070312
84,7850,91.9800033569336
85,7850,92.08000183105469
86,7850,92.0199966430664
87,7850,92.05999755859375
88,7850,91.94000244140625
89,7850,91.88999938964844
90,7850,91.91999816894531
91,7850,92.12999725341797
92,7850,91.87000274658203
93,7850,91.91000366210938
94,7850,91.97000122070312
95,7850,91.9800033569336
96,7850,91.94000244140625
97,7850,91.98999786376953
98,7850,92.01000213623047
99,7850,92.02999877929688
100,7850,92.1500015258789
